LifetimePolicyReference,PolicyReference,PriorPolicyRef,EclipsePolicyID,PriorEclipsePolicyID,GroupClass,PlacingBasis,SubClassCode,SubClass,StatsMinorClassCode,StatsMinorClassDescription,InceptionDate,ExpiryDate,RenewalDate,Territory,YOA,Limit_100Pct_USD,GNWP,GGTP,GGWP,Inc,Inc_Cat,Exposure,LeaderStatus,LinePct,LeaderLinePct,BrokerUltimateName,XS_100Pct_USD,Ded_100Pct_USD,ClaimCount,PLR,RARC,GrossGrossModelPrice,GrossNetModelPrice,GrossGrossTechnicalPrice,GrossNetTechnicalPrice,EffectiveLine,Inc_ExCat,Full_Inc_ExCat,Full_GNWP,PricingStrength,PricingStrength2,BrokerFeePct,YOA_cat,Excess,Attachment,CLR_Cat,CLR_ExCat,ClaimFrequency,ILR_Cat,ILR_ExCat,ModelToActualRto,ModelToTechnicalRto,PLR_ex_adj,PLR_band,PLR_band_ex_adj,YOA_recent
KA142H12U000,KA142H16A000,KA142H15A000,697599,648601,D&O WW,Binder,90418,LEISURE / HOTELS / ENTERTAINMENT,DO,D & O GENERAL,2016-01-01,2017-03-31,2017-04-01,UNITED KINGDOM,2016.0,308900.0,28740.266052,40309.176496,39641.7548,0.0,0.0,308900.0,LEAD,100.0,100.0,CARROLL INSURANCE GROUP,0.0,0.0,0.0,0.725,0.0,0.0,0.0,40309.18,29224.15,1.0,0.0,0.0,28740.266052,0.9834424378263786,-0.01655756217362138,27.500015584577508,2016,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Lower quantile,Recent
KB429L10A000,KB429L10A000,KB429L09A000,440615,-1,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DP,D & O PRIVATE,2010-10-01,2011-09-30,2011-10-01,UNITED KINGDOM,2010.0,12356000.0,54366.4,30890.0,67958.0,0.0,0.0,6178000.0,LEAD,50.0,50.0,AON,0.0,123560.0,0.0,0.3228,0.0,12931.17,10344.94,30890.0,24712.0,0.5,0.0,0.0,108732.8,2.2,1.2,19.999999999999996,2010,Primary,123560.0,0.0,0.0,0.0,0.0,0.0,0.19028179169487036,0.4186199417287148,0.13513051719002914,Lower quantile,Lower Middle,History
KC411Z09A000,KC411Z11A000,KC411Z10A000,489852,440913,D&O WW,OM,90429,UTILITIES,DT,D & O PUBLIC - 1 A SIDE,2011-09-30,2012-09-28,2012-09-29,ITALY,2011.0,33695118.625590004,15499.754567771399,17268.748295614874,16847.559312795,0.0,0.0,16847559.312795002,FOLLOW,50.0,50.0,AON,56158531.04265,0.0,1.0,0.7037,-0.06,15696.87,14441.12,17268.75,15887.25,0.5,0.0,0.0,30999.509135542798,0.9756097560975611,-0.024390243902438897,8.000000000000018,2011,Excess,56158531.04265,0.0,0.0,64.51715061858447,0.0,0.0,0.9316999399479128,0.9089754614549403,0.6396460322258415,Upper Middle,Upper Quantile,History
KC120X14A000,KC120X16A000,KC120X15A000,738958,689682,D&O WW,OM,90427,TELECOMMUNICATIONS,DQ,D & O PUBLIC,2016-08-31,2017-08-30,2017-08-31,UNITED KINGDOM,2016.0,20000000.0,59023.495,50000.0,59511.5,0.0,0.0,10000000.0,FOLLOW,50.0,50.0,MARSH,70000000.0,0.0,2.0,0.599,-0.05,33379.5,33105.79,50000.0,49590.0,0.5,0.0,0.0,118046.99,1.19023,0.19023,0.8200179797182017,2016,Excess,70000000.0,0.0,0.0,33.884811463638336,0.0,0.0,0.5608915923813045,0.66759,0.39988640999999997,Lower Middle,Upper Middle,Recent
KC606A09A000,KC606A16A000,KC606A15A000,744113,699828,D&O WW,OM,90421,OIL AND GAS,DQ,D & O PUBLIC,2016-12-31,2017-12-30,2017-12-31,WESTERN AUSTRALIA,2016.0,6885099.74368,7616.62168312,10966.86384976,8751.55735112,0.0,0.0,6885099.74368,LEAD,100.0,100.0,AON,120489245.51439998,0.0,0.0,0.894,-0.05,11781.34,10253.47,10966.86,9544.63,1.0,0.0,0.0,7616.62168312,0.7979999999098666,-0.20200000009013336,12.968385196661647,2016,Excess,120489245.51439998,0.0,0.0,0.0,0.0,0.0,1.3461992565805738,1.074267383736092,0.9603950410600663,Upper Quantile,Upper Quantile,Recent
KC572S09B000,KC572S11B000,KC572S10B000,491074,447498,D&O WW,OM,90006,INSURANCE BROKERS,DP,D & O PRIVATE,2011-12-01,2012-11-30,2012-12-01,SOUTH AFRICA,2011.0,575539.56835,2581.72713832,3442.31018232,3442.31018232,0.0,0.0,575539.56835,LEAD,100.0,100.0,SAFEONLINE,575539.56835,5755.3956835,0.0,0.6865,0.0,0.0,0.0,3442.31,2581.73,1.0,0.0,0.0,2581.72713832,1.0,0.0,25.000159730521332,2011,Excess,581294.9640335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Middle,Lower quantile,History
KC162X08A000,KC162X12A000,KC162X11A000,528710,483898,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DP,D & O PRIVATE,2012-10-01,2013-09-30,2013-10-01,UNITED KINGDOM,2012.0,12356000.0,35585.28,30890.0,44481.6,0.0,0.0,12356000.0,LEAD,100.0,100.0,AON,0.0,0.0,0.0,0.4849,0.0,10440.82,8352.66,30890.0,24712.0,1.0,0.0,0.0,35585.28,1.44,0.43999999999999995,19.999999999999996,2012,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.23472222222222222,0.33799999999999997,0.1638962,Lower quantile,Lower Middle,History
KA126J06A000,KA126J17A000,KA126J16A000,747842,706487,D&O WW,OM,90423,PROPERTY / REAL ESTATE,DN,D & O NOT PROFIT,2017-02-28,2018-02-27,2018-02-28,USA VIRGIN ISLANDS,2017.0,1000000.0,4275.0,5000.0,5700.0,0.0,0.0,1000000.0,LEAD,100.0,100.0,R K HARRISON,0.0,5000.0,0.0,0.654,-0.05,4622.0,3466.5,5000.0,3750.0,1.0,0.0,0.0,4275.0,1.14,0.14,25.0,2017,Primary,5000.0,0.0,0.0,0.0,0.0,0.0,0.8108771929824561,0.9244,0.6045576,Upper Middle,Upper Quantile,Recent
KC518J09A000,KC518J18A000,KC518J17A000,837351,776869,D&O WW,OM,90424,RETAILERS,DT,D & O PUBLIC - 1 A SIDE,2018-07-24,2019-07-23,2019-07-24,NETHERLANDS,2018.0,100000000.0,24995.5625,25000.0,25000.0,0.0,0.0,25000000.0,FOLLOW,25.0,25.0,WILLIS,250000000.0,0.0,1.0,0.782,0.0,16383.25,16380.33,25000.0,24995.55,0.25,0.0,0.0,99982.25,1.0,0.0,0.01775000000000526,2018,Excess,250000000.0,0.0,0.0,40.00710126047374,0.0,0.0,0.65533,0.65533,0.51246806,Upper Quantile,Upper Middle,Recent
KC558N09U011,KC801E13A000,KC801E12A000,547316,505690,D&O WW,OM,90420,MINING,DT,D & O PUBLIC - 1 A SIDE,2013-03-01,2014-02-28,2014-03-01,BRAZIL,2013.0,25000000.0,17010.0,20000.0,18900.0,0.0,0.0,5000000.0,FOLLOW,20.0,30.0,WILLIS,150000000.0,0.0,4.0,0.7893,-0.1,12790.2,11511.18,20000.0,18000.0,0.2,0.0,0.0,85050.0,0.945,-0.055,9.999999999999998,2013,Excess,150000000.0,0.0,0.0,235.15579071134624,0.0,0.0,0.6767301587301587,0.63951,0.504765243,Upper Quantile,Upper Middle,History
KA109C06A000,KA109C16A000,KA109C15A000,702555,652954,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DP,D & O PRIVATE,2016-01-01,2017-01-31,2017-02-01,DISTRICT OF COLUMBIA,2016.0,10000000.0,36918.5493,27341.05,57416.425,0.0,0.0,2750000.0,FOLLOW,27.5,25.0,WILLIS,0.0,250000.0,0.0,0.34,0.0,4144.2,2664.71,27341.05,17580.2,0.275,0.0,0.0,134249.27018181817,2.100008046508821,1.1000080465088211,35.70036918878179,2016,Primary,250000.0,0.0,0.0,0.0,0.0,0.0,0.07217795256322558,0.15157428116330574,0.05153525559552395,Lower quantile,Lower quantile,Recent
KE497N02O2000,KE497N13A000,KE497N12A000,580098,528392,D&O WW,Binder,90409,DIVERSIFIED INDUSTRIES,DP,D & O PRIVATE,2013-10-01,2014-09-30,2014-10-01,ITALY,2013.0,11231706.20853,32434.49987644,46335.0,46334.99987644,1218.415489,0.0,3369511.8625590005,FOLLOW,30.0,70.0,MARINE AVIATION & GENERAL,0.0,0.0,1.0,0.7459,0.0,0.0,0.0,46335.0,32434.5,0.30000000000000004,1218.415489,4061.3849633333325,108114.99958813332,0.9999999973333333,-2.6666666523769403e-09,30.00000008,2013,Primary,0.0,0.0,0.00036159999985121446,30.83136795108677,0.0,0.03756541625866231,0.0,0.0,0.0,Upper Quantile,Lower quantile,History
KC565Q16A000,KC565Q16A000,KC565Q15A000,738583,-1,D&O WW,OM,90418,LEISURE / HOTELS / ENTERTAINMENT,DQ,D & O PUBLIC,2016-11-30,2017-11-29,2017-11-30,AUSTRALIA,2016.0,44753148.33392,9801.08266336,11583.78855072,13321.35685804,0.0,0.0,10327684.041018719,LEAD,23.077,33.51719500956532,JLT,68850997.4368,0.0,1.0,0.62,0.0,23648.22,17398.99,11583.79,8522.68,0.23077,0.0,0.0,42471.216637171216,1.1500000021333263,0.1500000021333262,26.425793049417223,2016,Excess,68850997.4368,0.0,0.0,102.02954452556169,0.0,0.0,1.7752110578531122,2.0414924649013835,1.2657253282388576,Lower Middle,Upper Quantile,Recent
KE744X03A000,KE744X12A000,KE744X11A000,529907,483642,D&O WW,OM,90410,ELECTRONIC HARDWARE,DT,D & O PUBLIC - 1 A SIDE,2012-10-01,2013-09-30,2013-10-01,SWITZERLAND,2012.0,15000000.0,27138.1265,25005.0,36232.245,0.0,0.0,5001000.0,LEAD,33.34,33.34,MARSH,45000000.0,0.0,1.0,0.4819,0.125,22631.53,16951.13,25005.0,18728.87,0.3334,0.0,0.0,81398.09988002399,1.449,0.4490000000000001,25.099517018611472,2012,Excess,45000000.0,0.0,0.0,36.84852747664803,0.0,0.0,0.6246240054956572,0.9050801839632073,0.4361581406518696,Lower quantile,Upper Middle,History
KF044F03A000,KF044F16A000,KF044F15A000,704658,653877,D&O WW,OM,90423,PROPERTY / REAL ESTATE,DN,D & O NOT PROFIT,2016-01-11,2017-01-10,2017-01-11,USA VIRGIN ISLANDS,2016.0,5000000.0,11250.0,15000.0,15000.0,0.0,0.0,5000000.0,LEAD,100.0,100.0,R K HARRISON,0.0,25000.0,0.0,0.713,0.0,8376.0,6282.0,15000.0,11250.0,1.0,0.0,0.0,11250.0,1.0,0.0,25.0,2016,Primary,25000.0,0.0,0.0,0.0,0.0,0.0,0.5584,0.5584,0.39813919999999997,Upper Quantile,Upper Middle,Recent
KC386H09A000,KC386H10A000,KC386H09A000,437246,377887,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DS,D & O GENERAL - 1 A SIDE,2010-08-28,2011-08-27,2011-08-28,UNITED KINGDOM,2010.0,3089000.0,3558.528,3089.0,4448.16,0.0,0.0,3089000.0,LEAD,100.0,100.0,EPIC INSURANCE BROKERS & CONSULTANTS,12356000.0,0.0,0.0,0.4932,-0.1,542.43,433.94,3089.0,2471.2,1.0,0.0,0.0,3558.528,1.44,0.43999999999999995,20.000000000000007,2010,Excess,12356000.0,0.0,0.0,0.0,0.0,0.0,0.12194480414373583,0.1756005179669796,0.08660617546131434,Lower quantile,Lower quantile,History
KC392B09A000,KC392B12A000,KC392B11A000,509250,467614,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DP,D & O PRIVATE,2012-05-01,2013-04-30,2013-05-01,UNITED KINGDOM,2012.0,16847559.312795002,42812.45614036424,33695.11862559,44365.239523693504,0.0,0.0,16847559.312795002,LEAD,100.0,100.0,AON,0.0,56158.53104265,1.0,0.5304,0.0,7539.84,7275.95,33695.12,32515.79,1.0,0.0,0.0,42812.45614036424,1.3166666666666667,0.3166666666666667,3.499999999999992,2012,Primary,56158.53104265,0.0,0.0,23.35768816256222,0.0,0.0,0.1699492684125667,0.2237665276158684,0.1186857662474566,Lower quantile,Lower quantile,History
KE688B07P000,KE688B14P000,KE688B13P000,621335,567037,D&O WW,Binder,90409,DIVERSIFIED INDUSTRIES,DO,D & O GENERAL,2014-07-01,2015-06-30,2015-07-01,SOUTH AFRICA,2014.0,14388489.20875,443430.2813958,711006.43648136,692859.8130206001,315090.721608,0.0,2877697.84175,LEAD,20.0,40.0,CARROLL INSURANCE GROUP,0.0,0.0,5.0,0.67,0.0,711006.44,455044.12,711006.44,455044.12,0.2,315090.721608,1575453.6080399998,2217151.4069789997,0.9744775538874667,-0.025522446112533348,35.999999846633344,2014,Primary,0.0,0.0,0.10949402575789036,11.27572971395038,0.0,0.7105755624450785,1.0261909070758304,1.0,0.67,Upper Middle,Upper Quantile,History
KC701L10A000,KC701L14A000,KC701L13A000,620021,566101,D&O WW,OM,90422,PHARMACEUTICALS / BIO-TECHNOLOGY,DT,D & O PUBLIC - 1 A SIDE,2014-06-30,2015-06-29,2015-06-30,WORLDWIDE,2014.0,34425498.7184,35716.5625,42902.77775032,38612.5,0.0,0.0,8606374.6796,LEAD,25.0,25.0,MARSH,158357294.10464,0.0,0.0,0.7254,-0.22,31049.43,28720.72,42902.78,39685.07,0.25,0.0,0.0,142866.25,0.900000000576,-0.09999999942399995,7.499999999999996,2014,Excess,158357294.10464,0.0,0.0,0.0,0.0,0.0,0.8041289737779217,0.7237160389140285,0.5249836146282363,Upper Quantile,Upper Middle,History
KE688B07P000,KE688B19P000,KE688B18P000,888101,829802,D&O WW,Binder,90409,DIVERSIFIED INDUSTRIES,DO,D & O GENERAL,2019-07-01,2020-06-30,2020-07-01,SOUTH AFRICA,2019.0,17266187.050499998,1258575.76070404,2426231.6866574,1966524.63010804,283931.953563,0.0,8633093.525249999,LEAD,50.0,100.0,WHITEHALL COURT INSURANCE BROKERS LTD.,0.0,0.0,5.0,0.95,0.05,0.0,0.0,2426231.69,1552788.28,0.5,283931.953563,567863.907126,2517151.52140808,0.8105263157358666,-0.1894736842641333,36.000000130438515,2019,Primary,0.0,0.0,0.032888784620780286,3.9727445546885702,0.0,0.22559782448389926,0.0,0.0,0.0,Upper Quantile,Lower quantile,Recent
KC120X09A000,KC120X13A000,KC120X12A000,575449,523456,D&O WW,OM,90427,TELECOMMUNICATIONS,DQ,D & O PUBLIC,2013-08-31,2014-08-30,2014-08-31,UNITED KINGDOM,2013.0,20000000.0,73435.72,60000.0,74109.0,0.0,0.0,10000000.0,LEAD,50.0,50.0,MARSH,60000000.0,0.0,1.0,0.6039,-0.02,33046.0,32745.78,60000.0,59454.9,0.5,0.0,0.0,146871.44,1.23515,0.23515,0.9084996424186031,2013,Excess,60000000.0,0.0,0.0,13.617351338013709,0.0,0.0,0.44591075307992284,0.5507666666666666,0.33260798999999996,Lower Middle,Upper Middle,History
KC120X14A000,KC120X19A000,KC120X18A000,892456,844074,D&O WW,OM,90427,TELECOMMUNICATIONS,DQ,D & O PUBLIC,2019-08-31,2020-08-30,2020-08-31,UNITED KINGDOM,2019.0,25000000.0,43209.624,26121.688,43536.144,0.0,0.0,10000000.0,LEAD,40.0,40.0,MARSH,75000000.0,0.0,1.0,0.469,1.1653,12082.67,11992.05,26121.69,25925.78,0.4,0.0,0.0,108024.06,1.6666665645803596,0.6666665645803596,0.7499975193025699,2019,Excess,75000000.0,0.0,0.0,23.142992403729316,0.0,0.0,0.2775319284133202,0.46255315027473337,0.21693742747884995,Lower quantile,Lower Middle,Recent
KE226X10F000,KE226X10F000,KE226X09F000,424468,-1,D&O WW,Re,90410,ELECTRONIC HARDWARE,DQ,D & O PUBLIC,2010-04-06,2011-04-05,2011-04-06,SOUTH KOREA,2010.0,41567943.1,21504.24005888,21082.04455876,26880.29933224,0.0,0.0,3009519.08044,FOLLOW,7.24,20.22,AON,83135886.2,41567.9431,0.0,0.557,0.0,6057.05,4845.64,21082.04,16865.64,0.0724,0.0,0.0,297019.8903160221,1.2750328487978986,0.2750328487978986,19.99999779359599,2010,Excess,83177454.14310001,0.0,0.0,0.0,0.0,0.0,0.22533417225511423,0.2873085337092615,0.16003085327605868,Lower Middle,Lower Middle,History
KD214V11A000,KD214V13A000,KD214V12A000,572503,522218,D&O WW,OM,90420,MINING,DP,D & O PRIVATE,2013-08-01,2014-07-31,2014-08-01,SOUTH AFRICA,2013.0,25000000.0,15544.0,19430.0,19430.0,0.0,0.0,12500000.0,FOLLOW,50.0,50.0,MARSH,50000000.0,0.0,0.0,0.7459,0.0,15036.5,12029.2,19430.0,15544.0,0.5,0.0,0.0,31088.0,1.0,0.0,19.999999999999996,2013,Excess,50000000.0,0.0,0.0,0.0,0.0,0.0,0.7738805970149254,0.7738805970149254,0.5772375373134329,Upper Quantile,Upper Quantile,History
KC714C10A000,KC714C11A000,KC714C10A000,478806,431991,D&O WW,OM,90409,DIVERSIFIED INDUSTRIES,DT,D & O PUBLIC - 1 A SIDE,2011-08-01,2012-07-31,2012-08-01,UNITED KINGDOM,2011.0,18534000.0,22057.90031,27801.0,22240.8,0.0,0.0,9267000.0,FOLLOW,50.0,50.0,MARSH,185340000.0,0.0,0.0,0.8581,-0.1,4942.4,4901.75,27801.0,27572.36,0.5,0.0,0.0,44115.80062,0.7999999999999999,-0.20000000000000004,0.8223611111111029,2011,Excess,185340000.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.17777777777777776,0.15255111111111108,Upper Quantile,Lower Middle,History
KC518J09A000,KC518J10A000,KC518J09A000,440955,396919,D&O WW,OM,90424,RETAILERS,DQ,D & O PUBLIC,2010-10-01,2011-09-30,2011-10-01,NETHERLANDS,2010.0,50000000.0,14244.3,10682.25,14994.0,0.0,0.0,7500000.0,FOLLOW,15.0,30.0,MARSH,150000000.0,1000000.0,0.0,0.506,-0.15,10682.25,10148.14,10682.25,10148.14,0.15,0.0,0.0,94962.0,1.4036368742540195,0.4036368742540195,5.000000000000004,2010,Excess,151000000.0,0.0,0.0,0.0,0.0,0.0,0.7124349739895959,1.0,0.506,Lower quantile,Upper Middle,History
KB654Q08A000,KB654Q12A000,KB654Q11A000,494301,452160,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DP,D & O PRIVATE,2012-01-01,2012-12-31,2013-01-01,OKLAHOMA,2012.0,5000000.0,19000.0,23750.0,23750.0,0.0,0.0,5000000.0,LEAD,100.0,100.0,OXFORD INSURANCE BROKERS,0.0,0.0,0.0,0.6983,0.0,0.0,0.0,23750.0,19000.0,1.0,0.0,0.0,19000.0,1.0,0.0,19.999999999999996,2012,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Middle,Lower quantile,History
KE962Z03A000,KE962Z14A000,KE962Z13A000,621143,568197,D&O WW,OM,90419,MEDIA / PUBLISHING,DT,D & O PUBLIC - 1 A SIDE,2014-07-01,2015-06-30,2015-07-01,WORLDWIDE,2014.0,30890000.0,18784.876224,15448.089,19773.55392,0.0,0.0,10298726.0,FOLLOW,33.34,33.34,MARSH,247120000.0,0.0,1.0,0.5101,0.0,11890.09,11295.58,15448.09,14675.68,0.3334,0.0,0.0,56343.36,1.2799999999999998,0.2799999999999999,4.999999999999993,2014,Excess,247120000.0,0.0,0.0,53.234314034093906,0.0,0.0,0.6013127457059576,0.7696802646799702,0.3926139030132528,Lower quantile,Upper Middle,History
KE618A16A000,KE618A18A000,KE618A17A000,847926,785105,D&O WW,OM,90429,UTILITIES,DQ,D & O PUBLIC,2018-09-09,2019-11-08,2019-11-09,GERMANY,2018.0,112317062.0853,24276.4984539663,26217.555181900727,29426.059412789833,0.0,0.0,11231706.20853,FOLLOW,10.0,15.0,ARTHUR J. GALLAGHER & CO.,224634124.1706,0.0,0.0,0.696,0.075,21144.33,17444.07,26217.56,21629.48,0.09999999999999999,0.0,0.0,242764.984539663,1.1223799934291392,0.12237999342913923,17.500001908462515,2018,Excess,224634124.1706,0.0,0.0,0.0,0.0,0.0,0.7185579864223942,0.8064949598665933,0.5613204920671488,Upper Middle,Upper Middle,Recent
KA709A11A000,KA709A13A000,KA709A12A000,548159,503404,D&O WW,Re,90426,SUPPORT SERVICES,DP,D & O PRIVATE,2013-03-01,2014-04-30,2014-05-01,CZECH REPUBLIC,2013.0,2107816.6288,3443.34215544,4832.76657116,4591.12806344,0.0,0.0,2107816.6288,LEAD,100.0,100.0,THB GROUP,0.0,843.12665152,0.0,0.7852,0.0,4904.24,3678.18,4832.77,3624.57,1.0,0.0,0.0,3443.34215544,0.9499999629276528,-0.050000037072347195,25.000084775243604,2013,Primary,843.12665152,0.0,0.0,0.0,0.0,0.0,1.0681993471394031,1.0147886201909049,0.7968120245738985,Upper Quantile,Upper Quantile,History
KC739S10A000,KC739S14A000,KC739S13A000,636543,579741,D&O WW,OM,90422,PHARMACEUTICALS / BIO-TECHNOLOGY,DT,D & O PUBLIC - 1 A SIDE,2014-09-28,2015-09-27,2015-09-28,QUEBEC,2014.0,10000000.0,36231.25,35000.0,36250.0,0.0,0.0,5000000.0,LEAD,50.0,50.0,MARSH,150000000.0,0.0,6.0,0.6304,-0.05,29770.5,29755.11,35000.0,34981.91,0.5,0.0,0.0,72462.5,1.0357142857142858,0.03571428571428571,0.0517241379310307,2014,Excess,150000000.0,0.0,0.0,165.60289805071588,0.0,0.0,0.8212551724137931,0.8505857142857143,0.5362092342857142,Lower Middle,Upper Middle,History
KD084L11A000,KD084L11A000,,467393,-1,D&O WW,OM,90425,SPECIALTY / FINANCE / PROFESSIONAL SERVI,DQ,D & O PUBLIC,2011-05-01,2012-04-30,2012-05-01,UNITED KINGDOM,2011.0,18534000.0,15846.1925242,16681.43403,16681.43403,0.0,0.0,12356617.8,LEAD,66.67,66.67,MARSH,92670000.0,0.0,4.0,0.6865,0.0,699.38,664.37,16681.43,15846.19,0.6667000000000001,0.0,0.0,23768.100381280932,1.0,0.0,5.0070126123323515,2011,Excess,92670000.0,0.0,0.0,252.42656833124278,0.0,0.0,0.04192565211972966,0.04192566224838038,0.028781967133513133,Upper Middle,Lower quantile,History
KA199S06A000,KA199S13A000,KA199S12A000,566088,516295,D&O WW,OM,90428,TRANSPORT,DP,D & O PRIVATE,2013-06-30,2014-06-29,2014-06-30,AUSTRALIA,2013.0,20655299.23104,31608.56898732,23460.75940452,36364.17715732,0.0,0.0,10327649.61552,LEAD,50.0,50.0,MARSH,13770199.48736,0.0,0.0,0.4812,0.0,12998.43,11298.54,23460.76,20392.63,0.5,0.0,0.0,63217.13797464,1.5500000034233334,0.5500000034233335,13.077727977801123,2013,Excess,13770199.48736,0.0,0.0,0.0,0.0,0.0,0.3574515090432468,0.5540498261778392,0.2666087763567762,Lower quantile,Lower Middle,History
KA488A12U000,KA488A14U000,KA488A13U000,629399,576645,D&O WW,Binder,90409,DIVERSIFIED INDUSTRIES,DN,D & O NOT PROFIT,2014-09-01,2015-08-31,2015-09-01,UNITED KINGDOM,2014.0,6178000.0,494240.0,712170.00026,790784.0,237955.579512,0.0,6178000.0,LEAD,100.0,100.0,BRIT INSURANCE SERVICES,0.0,0.0,2.0,0.59,0.0,790784.0,494240.0,712170.0,445106.25,1.0,237955.579512,237955.579512,494240.0,1.110386564600165,0.11038656460016498,37.5,2014,Primary,0.0,0.0,0.038516604,4.046617028164454,0.0,0.48145755,1.0,1.1103865650055464,0.6551280733532724,Lower Middle,Upper Quantile,History
KC585F09A000,KC585F10A000,KC585F09A000,448642,404764,D&O WW,OM,90429,UTILITIES,DQ,D & O PUBLIC,2010-11-13,2011-11-12,2011-11-13,AUSTRALIA,2010.0,17212749.3592,13084.568451,14479.6875,16458.578125,0.0,0.0,8606374.6796,FOLLOW,50.0,50.0,LONMAR GLOBAL RISKS LIMITED,0.0,34425.4987184,0.0,0.6248,0.0,14858.09,11812.18,14479.69,11511.35,0.5,0.0,0.0,26169.136902,1.1366666666666667,0.13666666666666666,20.50000703812317,2010,Primary,34425.4987184,0.0,0.0,0.0,0.0,0.0,0.9027565982404692,1.0261331561656362,0.6411279959722895,Lower Middle,Upper Quantile,History
KB108N09A000,KB108N11A000,KB108N10A000,476044,431695,D&O WW,OM,90421,OIL AND GAS,DQ,D & O PUBLIC,2011-07-01,2012-06-30,2012-07-01,HUNGARY,2011.0,25000000.0,26213.465,31250.0,28262.5,0.0,0.0,12500000.0,FOLLOW,50.0,50.0,AON,25000000.0,0.0,0.0,0.759,0.0,91578.5,84939.06,31250.0,28984.38,0.5,0.0,0.0,52426.93,0.9044,-0.0956,7.250013268465283,2011,Excess,25000000.0,0.0,0.0,0.0,0.0,0.0,3.2402830605926582,2.930512,2.224258608,Upper Quantile,Upper Quantile,History
KC308X09A000,KC308X12A000,KC308X11A000,515108,469780,D&O WW,OM,90411,ENGINEERING,DT,D & O PUBLIC - 1 A SIDE,2012-05-31,2013-05-30,2013-05-31,TEXAS,2012.0,10000000.0,32004.535,25000.0,36500.0,0.0,0.0,5000000.0,FOLLOW,50.0,50.0,JLT,140000000.0,0.0,0.0,0.478,0.0,13602.0,11926.72,25000.0,21920.9,0.5,0.0,0.0,64009.07,1.46,0.46,12.316342465753428,2012,Excess,140000000.0,0.0,0.0,0.0,0.0,0.0,0.37265753424657533,0.54408,0.26007024,Lower quantile,Lower Middle,History
KE745F05B000,KE745F17B000,KE745F16B000,756041,714945,D&O WW,OM,90428,TRANSPORT,DP,D & O PRIVATE,2017-04-01,2018-03-31,2018-04-01,BRITISH COLUMBIA,2017.0,7342088.0622700015,7000.757325090293,5873.96413333849,7292.455546969057,0.0,0.0,2936835.224908,FOLLOW,40.0,40.0,AON,14684176.124540003,36710.44031135,0.0,0.601,-0.01,4292.77,4121.06,5873.96,5639.01,0.3999999999999999,0.0,0.0,17501.893312725737,1.2414879256037203,0.24148792560372037,4.000000000000014,2017,Excess,14720886.564851353,0.0,0.0,0.0,0.0,0.0,0.5886590562467251,0.7308136248799788,0.43921898855286723,Lower Middle,Upper Middle,Recent
KB650B09A000,KB650B17A000,KB650B16A000,801797,744088,D&O WW,OM,90407,CONSTRUCTION / BUILDING,DQ,D & O PUBLIC,2017-12-31,2018-12-30,2018-12-31,ALBERTA,2017.0,7342088.0622700015,11208.615188062937,12331.771109388692,12665.10190741575,0.0,0.0,7342088.0622700015,LEAD,100.0,100.0,AON,51394616.43589,0.0,0.0,0.726,0.0,7452.95,6595.86,12331.77,10913.62,1.0,0.0,0.0,11208.615188062937,1.0270302452964992,0.027030245296499195,11.500000000000021,2017,Excess,51394616.43589,0.0,0.0,0.0,0.0,0.0,0.5884634845011474,0.6043698512054636,0.4387725119751666,Upper Quantile,Upper Middle,Recent
KC543F09A000,KC543F12A000,KC543F11A000,533115,488341,D&O WW,OM,90420,MINING,DQ,D & O PUBLIC,2012-11-01,2013-12-01,2013-12-02,UNITED KINGDOM,2012.0,125000000.0,18433.4664,19456.8,18906.12,0.0,0.0,15000000.0,FOLLOW,12.0,20.0,MARSH,75000000.0,25000.0,1.0,0.7186,-0.05,16441.44,16030.4,19456.8,18970.38,0.12,0.0,0.0,153612.22,0.9716972986308129,-0.02830270136918714,2.500003173575527,2012,Excess,75025000.0,0.0,0.0,54.24915630627129,0.0,0.0,0.8696358639424694,0.8450228197853706,0.6072333982977673,Upper Quantile,Upper Quantile,History
