LifetimePolicyReference,PolicyReference,PriorPolicyRef,EclipsePolicyID,PriorEclipsePolicyID,GroupClass,PlacingBasis,SubClassCode,SubClass,StatsMinorClassCode,StatsMinorClassDescription,InceptionDate,ExpiryDate,RenewalDate,Territory,YOA,Limit_100Pct_USD,GNWP,GGTP,GGWP,Inc,Inc_Cat,Exposure,LeaderStatus,LinePct,LeaderLinePct,BrokerUltimateName,XS_100Pct_USD,Ded_100Pct_USD,ClaimCount,PLR,RARC,GrossGrossModelPrice,GrossNetModelPrice,GrossGrossTechnicalPrice,GrossNetTechnicalPrice,EffectiveLine,Inc_ExCat,Full_Inc_ExCat,Full_GNWP,PricingStrength,PricingStrength2,BrokerFeePct,YOA_cat,Excess,Attachment,CLR_Cat,CLR_ExCat,ClaimFrequency,ILR_Cat,ILR_ExCat,ModelToActualRto,ModelToTechnicalRto,PLR_ex_adj,PLR_band,PLR_band_ex_adj,YOA_recent
CG339K14A000,CG339K14A000,,618908,-1,SPECIE,OM,23900,Cash in Transit,CA,CASH IN TRANSIT,2014-07-01,2015-06-30,2015-07-01,WORLDWIDE,2014.0,20224034.044959996,16045.62899036,26218.99163216,24685.58299556,110.070722,0.0,808965.4066052089,FOLLOW,4.0,50.0,WILLIS,0.0,2528.00425562,2.0,0.8,0.0,0.0,0.0,26218.99,17042.34,0.0400002,110.070722,2751.754291228544,401138.7190654047,0.9415153466573773,-0.05848465334262263,34.99999982481272,2014,Primary,2528.00425562,0.0,0.00013606357095281418,124.64453722578112,0.0,0.006859857102898803,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CD399J07A000,CD399J18A000,CD399J16A000,816149,-1,SPECIE,OM,23705,Precious Metal Refining/Recycling,SP,SPECIE,2018-01-01,2019-06-30,2019-07-01,WORLDWIDE,2018.0,125000000.0,33210.0,49134.6,61500.0,0.0,0.0,18750000.0,FOLLOW,15.0,15.0,WILLIS,0.0,0.0,0.0,0.65,0.0,0.0,0.0,49134.6,26532.68,0.15,0.0,0.0,221400.0,1.2516637969984492,0.2516637969984492,46.0,2018,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF409G13A000,CF409G14A000,CF409G13A000,643250,588614,SPECIE,Binder,23810,Jewellers Block Facility,JB,JEWELLERS BLOCK,2014-12-01,2015-11-30,2015-12-01,WORLDWIDE,2014.0,5615853.104265,18835.576815240845,30365.64038273831,26907.967039368446,37232.420949,0.0,280792.65521325,FOLLOW,5.0,35.0,ARTHUR J. GALLAGHER & CO.,0.0,0.0,12.0,0.85,0.0,0.0,0.0,30365.64,21255.95,0.05,37232.420949,744648.41898,376711.5363048169,0.8861320459641807,-0.11386795403581931,30.000000417411943,2014,Primary,0.0,0.0,0.1325975600064167,637.092249295502,0.0,1.9767072340929486,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CN311E18A000,CN311E18A000,,828190,-1,SPECIE,OM,24105,Corporate Collection,WA,Fine Arts/War,2018-02-22,2018-09-14,2018-09-15,USA,2018.0,23000000.0,6297.5249,7881.0,9688.4999,0.0,0.0,11500000.0,FOLLOW,50.0,50.0,ARTHUR J. GALLAGHER & CO.,0.0,0.0,0.0,0.65,0.0,0.0,0.0,7881.0,5122.65,0.5,0.0,0.0,12595.0498,1.2293490546884913,0.2293490546884914,35.000000361253036,2018,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF807C14B000,CF807C14B000,,610479,-1,SPECIE,Re,24000,Courier/Carrier,CA,CASH IN TRANSIT,2014-04-14,2015-04-14,2015-04-14,VENEZUELA,2014.0,500000.0,13908.6823,23826.8695,21113.75,0.0,0.0,44450.0,FOLLOW,8.89,20.0,BUTCHER ROBINSON & STAPLES,10000.0,0.0,0.0,0.85,0.0,0.0,0.0,23826.87,15695.95,0.0889,0.0,0.0,156453.1192350956,0.8861319360480822,-0.11386806395191784,34.12500242732817,2014,Excess,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CE953N15B000,CE953N15B000,,678179,-1,SPECIE,OM,24104,Gallery/Dealers,WA,Fine Arts/War,2015-07-01,2016-06-30,2016-07-01,USA & EUROPE,2015.0,172500000.0,12249.915,10327.4239,12249.915,0.0,0.0,12249915.0,FOLLOW,7.1014,14.492753623188406,JLT,1900000000.0000002,0.0,0.0,0.65,0.0,0.0,0.0,10327.42,10327.42,0.071014,0.0,0.0,172500.00000000003,1.1861539836667303,0.1861539836667304,0.0,2015,Excess,1900000000.0000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CL980X16A000,CL980X17A000,CL980X16A000,783309,724029,SPECIE,OM,24105,Corporate Collection,WA,Fine Arts/War,2017-06-01,2018-04-30,2018-05-01,WORLDWIDE,2017.0,14000330.0,4169.0302,7784.536,7250.4869,18116.18,0.0,4200603.0118,LEAD,30.0036,33.34,MARSH,0.0,1500.0,1.0,0.85,0.0,0.0,0.0,7784.54,4476.11,0.3000359999942859,18116.18,60380.0210652889,13895.099921607401,0.9313961551465624,-0.06860384485343766,42.49999679331881,2017,Primary,1500.0,0.0,0.004312756989677307,239.86393766108964,0.0,4.3454182701770785,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF437H17G000,CF437H17G000,,753947,-1,SPECIE,OM,23703,Vault,SP,SPECIE,2017-01-01,2017-12-31,2018-01-01,USA,2017.0,750000000.0,16666.5625,15788.8079,16666.5625,0.0,0.0,39999750.0,FOLLOW,5.3333,13.333333333333334,JLT,1750000000.0,0.0,0.0,0.75,0.0,0.0,0.0,15788.81,15788.81,0.053333,0.0,0.0,312500.0,1.0555934688394049,0.05559346883940492,0.0,2017,Excess,1750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF943F14A000,CF943F14A000,,609475,-1,SPECIE,Re,24200,ART EXHIBITIONS & RELATED TRANSITS,WA,Fine Arts/War,2014-04-01,2014-09-28,2014-09-29,SOUTH KOREA,2014.0,439998945.8414244,4766.182728735238,6637.573226472391,6665.990004765282,0.0,0.0,9522844.384932013,FOLLOW,2.1643,8.66,BESSO,0.0,0.0,0.0,0.75,0.0,0.0,0.0,6637.57,4745.86,0.021642879999908105,0.0,0.0,220219.43145992933,1.0042811999692232,0.004281199969223261,28.50000187026891,2014,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CD449N08A000,CD449N20A000,CD449N19A000,915560,872232,SPECIE,OM,23806,Wholesale ,JB,JEWELLERS BLOCK,2020-02-28,2021-02-27,2021-02-28,WORLDWIDE,2020.0,22000000.0,9450.0,10679.0,12600.0,0.0,0.0,4400000.0,FOLLOW,20.0,25.0,WILLIS,0.0,10000.0,0.0,0.6365,0.0,10679.0,8009.25,10679.0,8009.25,0.2,0.0,0.0,47250.0,1.1798857570933607,0.1798857570933608,25.0,2020,Primary,10000.0,0.0,0.0,0.0,0.0,0.0,0.8475396825396826,1.0,0.6365,Upper Quantile,Upper Quantile,Recent
CF629E14A000,CF629E17A000,CF629E16A000,767300,709748,SPECIE,OM,23703,Vault,SP,SPECIE,2017-02-28,2018-02-27,2018-02-28,CANADA,2017.0,183552201.55675003,2310.073251956843,3356.857727730311,4088.6252896766064,0.0,0.0,6883207.558378125,FOLLOW,3.75,15.0,ARTHUR J. GALLAGHER & CO.,183552201.55675003,0.0,0.0,0.65,-0.06,0.0,0.0,3356.86,1896.62,0.03749999999999999,0.0,0.0,61601.95338551582,1.2179918308426698,0.2179918308426699,43.50000089786755,2017,Excess,183552201.55675003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF060V13A000,CF060V15A000,CF060V14A000,681458,627341,SPECIE,OM,23806,Wholesale ,JB,JEWELLERS BLOCK,2015-08-01,2016-07-31,2016-08-01,WORLDWIDE,2015.0,139000000.0,22495.0,39785.97,40900.0,0.0,0.0,13900000.0,FOLLOW,10.0,12.5,ARTHUR J. GALLAGHER & CO.,0.0,25000.0,0.0,0.75,-0.02,0.0,0.0,39785.97,21882.28,0.1,0.0,0.0,224950.0,1.0280005740717142,0.028000574071714194,44.99999999999999,2015,Primary,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM413S16A000,CM413S16A000,,750775,-1,SPECIE,Re,24106,Museum,WA,Fine Arts/War,2016-10-31,2017-10-31,2017-10-31,COLOMBIA,2016.0,18655534.0,4509.375,5471.05,6012.5,0.0,0.0,6063048.55,LEAD,32.5,65.0,BRIT INSURANCE SERVICES,0.0,0.0,0.0,0.7,0.0,0.0,0.0,5471.05,4103.29,0.325,0.0,0.0,13875.0,1.0989663775692051,0.09896637756920515,25.0,2016,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CE182Z17B000,CE182Z17B000,,780251,-1,SPECIE,OM,23705,Precious Metal Refining/Recycling,SP,SPECIE,2017-05-01,2018-04-30,2018-05-01,WORLDWIDE,2017.0,1000000000.0,2620.4108,2656.078,3235.0751,0.0,0.0,10698000.0,FOLLOW,1.0698,8.0,HOWDEN,500000000.0,0.0,0.0,0.65,0.0,0.0,0.0,2656.08,2151.42,0.010698,0.0,0.0,244943.98953075343,1.2179894942844298,0.21798949428442993,19.000000958246687,2017,Excess,500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM283K16A000,CM283K17A000,CM283K16A000,795884,743180,SPECIE,OM,23707,ATM,SP,SPECIE,2017-10-12,2018-10-11,2018-10-12,CANADA,2017.0,367104.4031135,32827.83951926674,55286.86473168709,54713.06402992255,88057.090886,0.0,275328.302335125,LEAD,75.0,75.0,MARSH,0.0,1835.522015568,5.0,0.8,-0.05,0.0,0.0,55286.86,33172.12,0.75,88057.090886,117409.45451466668,43770.45269235565,0.9896213919065721,-0.010378608093427936,39.99999798711107,2017,Primary,1835.522015568,0.0,0.3198257866669239,152.30974907945094,0.0,2.6823906835026134,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM395F16B000,CM395F16B000,,759053,-1,SPECIE,Re,23807,Retail,JB,JEWELLERS BLOCK,2016-11-28,2017-11-27,2017-11-28,CHINA,2016.0,6000000.0,1050.637,1416.3,1556.5,0.0,0.0,600000.0,FOLLOW,10.0,20.0,LLOYD & PARTNERS LIMITED,0.0,10000.0,0.0,0.7,0.0,0.0,0.0,1416.3,956.0,0.1,0.0,0.0,10506.369999999999,1.098990326908141,0.09899032690814097,32.500032123353684,2016,Primary,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CG055K16B000,CG055K16B000,,767282,-1,SPECIE,Binder,23700,GENERAL SPECIE,SP,SPECIE,2016-12-31,2017-10-31,2017-11-01,WORLDWIDE,2016.0,500000.0,2829.74,3433.43,3773.0,41970.870009,0.0,500000.0,LEAD,100.0,100.0,ARTHUR J. GALLAGHER & CO.,0.0,5000.0,3.0,0.7,0.0,0.0,0.0,3433.43,2575.07,1.0,41970.870009,41970.870009,2829.74,1.098901098901099,0.09890109890109895,25.00026504108137,2016,Primary,5000.0,0.0,0.08394174001799999,1060.1680719783444,0.0,14.832058778898416,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF629E16C000,CF629E19C000,CF629E18C000,872236,811856,SPECIE,OM,23708,Bullion Dealers,SP,SPECIE,2019-02-28,2020-02-27,2020-02-28,WORLDWIDE,2019.0,18355220.155675005,9284.044657432196,9507.066088889696,16039.446212863088,410.613617,0.0,1143511.8604783968,FOLLOW,6.2299,33.34,ARTHUR J. GALLAGHER & CO.,0.0,367.10440311400004,1.0,0.4564,0.0,5618.39,3252.07,9507.07,5502.94,0.06229899999999998,410.613617,6591.014574872793,149023.97562452365,1.6871078903729688,0.6871078903729688,42.117423917125585,2019,Primary,367.10440311400004,0.0,0.0003590812051815682,107.71167491094151,0.0,0.04422788042830984,0.35028578452379755,0.5909696678366732,0.2697185564006576,Upper Quantile,Upper Quantile,Recent
CM661Q17A000,CM661Q17A000,,770558,-1,SPECIE,OM,23713,Diamond Polishing ,SP,SPECIE,2017-03-22,2018-03-21,2018-03-22,ISRAEL,2017.0,1800000.0,4454.892,7093.5,7020.0,0.0,0.0,540000.0,LEAD,30.0,30.0,BESSO,0.0,0.0,0.0,0.8,0.0,0.0,0.0,8275.75,5251.79,0.3,0.0,0.0,14849.64,0.9896384013533517,-0.01036159864664834,36.540000000000006,2017,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF807C14A000,CF807C14A000,,606545,-1,SPECIE,Re,23900,Cash in Transit,CA,CASH IN TRANSIT,2014-03-18,2014-04-13,2014-04-14,VENEZUELA,2014.0,5200000.0,11280.261928,19324.07983156,17123.7374374,0.0,0.0,444600.0,FOLLOW,8.55,20.0,BUTCHER ROBINSON & STAPLES,806000.0,0.0,0.0,0.85,0.0,0.0,0.0,19324.08,12729.74,0.0855,0.0,0.0,131932.88804678363,0.8861346872223943,-0.11386531277760568,34.12500063588484,2014,Excess,806000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM012S16A000,CM012S18A000,CM012S17A000,843116,784530,SPECIE,OM,24104,Gallery/Dealers,WA,Fine Arts/War,2018-06-11,2019-07-19,2019-07-20,WORLDWIDE,2018.0,31500000.0,11505.9989,14398.647,16437.1409,15553.09,0.0,3150000.0,FOLLOW,10.0,15.0,ARTHUR J. GALLAGHER & CO.,0.0,5000.0,1.0,0.7,0.0,14398.65,10079.05,14398.65,10079.05,0.1,15553.09,155530.9,115059.989,1.1415753785755007,0.1415753785755007,29.999998357378555,2018,Primary,5000.0,0.0,0.004937488888888889,86.91118508624227,0.0,1.3517374836529839,0.8759826351552417,1.0,0.7,Upper Quantile,Upper Quantile,History
CN889V19A000,CN946B20B000,CN889V19A000,927177,879009,SPECIE,OM,23809,Manufactures,JB,JEWELLERS BLOCK,2020-02-15,2021-02-14,2021-02-15,CANADA,2020.0,20000000.0,4901.7527,7779.1809,8933.7375,0.0,0.0,1588220.0,FOLLOW,7.9411,22.5,HOWDEN,0.0,50000.0,0.0,0.6539,0.0,9808.61,5381.78,7779.18,4268.27,0.079411,0.0,0.0,61726.36914281397,1.1484162169310137,0.14841621693101378,45.13211631749869,2020,Primary,50000.0,0.0,0.0,0.0,0.0,0.0,1.0979290582468986,1.2608796814060095,0.8244892236713897,Upper Quantile,Upper Quantile,Recent
CF386V13A000,CF386V17A000,CF386V16A000,799011,750727,SPECIE,OM,23900,Cash in Transit,CA,CASH IN TRANSIT,2017-12-01,2018-11-30,2018-12-01,USA,2017.0,15000000.0,15234.3748,27709.5001,24375.0,0.0,0.0,1875000.0,FOLLOW,12.5,17.5,BELL & CLEMENTS LIMITED,0.0,2500.0,0.0,0.9,0.0,0.0,0.0,27709.5,17318.44,0.125,0.0,0.0,121874.9984,0.8796622065368837,-0.12033779346311632,37.500000820512824,2017,Primary,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM210E16A000,CM210E19A000,CM210E18A000,908523,859762,SPECIE,OM,24103,Private Collection,WA,Fine Arts/War,2019-09-29,2020-09-28,2020-09-29,WORLDWIDE,2019.0,558061211.2,5769.9976,10270.3975,8242.8537,1880.805608,0.0,30889804.1623424,FOLLOW,5.5352,3.87,HOWDEN,0.0,3089.0,1.0,0.9594,0.0,10270.4,7189.28,10270.4,7189.28,0.05535199999999999,1880.805608,33979.0,104241.89911836972,0.8025837072031535,-0.19741629279684644,29.999999878682793,2019,Primary,3089.0,0.0,6.088758601755333e-05,173.31029739076496,0.0,0.3259629792566985,1.2459762569848838,1.0,0.9594,Upper Quantile,Upper Quantile,Recent
CM413S16A000,CM413S17A000,CM413S16A000,796929,750775,SPECIE,Re,24106,Museum,WA,Fine Arts/War,2017-11-01,2018-11-01,2018-11-01,WORLDWIDE,2017.0,14967212.230752882,30422.4007716,31156.9686784,41111.3428432,0.0,0.0,9728687.949989373,LEAD,65.0,65.0,BRIT INSURANCE SERVICES,0.0,0.0,0.0,0.6,0.0,0.0,0.0,31156.97,23056.16,0.65,0.0,0.0,46803.69349476923,1.319491099007363,0.3194910990073629,25.999982808559608,2017,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CD969J10A000,CD969J14A000,CD969J13A000,620931,562285,SPECIE,OM,24109,Coins/Stamps/Collectables,WA,Fine Arts/War,2014-07-01,2015-06-30,2015-07-01,WORLDWIDE,2014.0,4800000.0,14370.4152,20441.6901,20529.1646,3846.57,0.0,164760.0,FOLLOW,3.4325,208.33333333333334,R K HARRISON,0.0,0.0,2.0,0.75,0.0,0.0,0.0,20441.69,14309.18,0.034325,3846.57,112063.21922796796,418657.3983976693,1.0042792205327484,0.004279220532748428,30.000000097422376,2014,Primary,0.0,0.0,0.02334650400582666,139.17482356390093,0.0,0.2676728505380972,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CL541K15A000,CL541K15A000,,692903,-1,SPECIE,Re,23712,Diamond Cutting ,SP,SPECIE,2015-11-03,2016-05-03,2016-05-04,INDIA,2015.0,2709296.171667851,4302.9563,6325.1822,5737.2755,0.0,0.0,325116.353388767,LEAD,12.0,20.0,LLOYD & PARTNERS LIMITED,0.0,0.0,0.0,0.85,0.0,0.0,0.0,6325.18,4743.89,0.12000029999991635,0.0,0.0,35857.87952199286,0.9070530015720337,-0.0929469984279663,25.00000566470967,2015,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM445J16A000,CM445J16A000,,752093,-1,SPECIE,OM,23718,Safety Deposit Box,SP,SPECIE,2016-12-25,2017-12-24,2017-12-25,UNITED KINGDOM,2016.0,12356000.0,10811.5,15740.3084,17298.4,0.0,0.0,12356000.0,LEAD,100.0,100.0,ED BROKING,0.0,0.0,0.0,0.7,0.0,0.0,0.0,15740.31,9837.69,1.0,0.0,0.0,10811.5,1.0989873616453412,0.09898736164534118,37.5,2016,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CL980X16A000,CL980X16A000,,724029,-1,SPECIE,OM,24105,Corporate Collection,WA,Fine Arts/War,2016-06-01,2017-05-31,2017-06-01,WORLDWIDE,2016.0,14905080.0,4492.505,8632.7438,7813.0544,0.0,0.0,4472060.5828,LEAD,30.0036,33.34,MARSH,0.0,1500.0,1.0,0.85,0.0,0.0,0.0,8632.74,4963.83,0.3000359999946327,0.0,0.0,14973.219880548886,0.9050487980426339,-0.09495120195736612,42.50001638283742,2016,Primary,1500.0,0.0,0.0,222.59296316865536,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF212J13A000,CF212J16A000,CF212J15A000,743010,688053,SPECIE,OM,23714,Excess SIPA,SP,SPECIE,2016-09-30,2017-09-18,2017-09-19,USA,2016.0,100000000.0,7448.1164,6992.3564,8275.6851,0.0,0.0,4687500.0,FOLLOW,4.6875,25.0,MARSH,0.0,500000.0,0.0,0.65,-0.07,0.0,0.0,6992.36,6293.12,0.046875,0.0,0.0,158893.14986666667,1.183533079063304,0.18353307906330418,10.000002295882437,2016,Primary,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF188G13A000,CF188G14A000,CF188G13A000,608211,578497,SPECIE,OM,23703,Vault,SP,SPECIE,2014-04-15,2015-04-15,2015-04-15,WORLDWIDE,2014.0,308900000.0,12373.56726656,10658.60982144,12351.0576,0.0,0.0,12603120.0,FOLLOW,4.08,23.53,AON,0.0,12356.0,1.0,0.65,0.0,0.0,0.0,10658.61,10678.03,0.0408,0.0,0.0,303273.70751372544,1.1587869156403126,0.15878691564031247,-0.1822488995598226,2014,Primary,12356.0,0.0,0.0,80.81743756325915,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CG369H14A000,CG369H16A000,CG369H15A000,729170,683207,SPECIE,OM,23806,Wholesale ,JB,JEWELLERS BLOCK,2016-07-01,2017-06-30,2017-07-01,WORLDWIDE,2016.0,25000000.0,55854.7898,75909.0452,77861.8074,0.0,0.0,2960525.0,FOLLOW,11.8421,10.0,WILLIS,0.0,25000.0,0.0,0.75,-0.02,0.0,0.0,75909.05,54453.96,0.118421,0.0,0.0,471662.87905016844,1.0257250265084352,0.025725026508435285,28.264200812785145,2016,Primary,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CG375B14A000,CG375B19A000,CG375B18A000,893142,857054,SPECIE,Binder,24111,ASSETGUARD,WA,Fine Arts/War,2019-09-01,2020-09-30,2020-10-01,WORLDWIDE,2019.0,10000000.0,2362500.0,2761363.8,3375000.0,1945123.36,2816.1,9000000.0,LEAD,90.0,90.0,CHESTERFIELD INSURANCE BROKERS LIMITED,0.0,0.0,19.0,0.63,0.0,3068182.0,2147727.4,3068182.0,2147727.4,0.9,1942307.26,2158119.177777778,2625000.0,1.2222221497942432,0.22222214979424307,30.000000000000004,2019,Primary,0.0,0.0003129,0.21581191777777778,8.042328042328043,0.001192,0.8221406391534392,0.909090962962963,1.0,0.63,Upper Quantile,Upper Quantile,Recent
CF310F13A000,CF310F13A000,,584236,-1,SPECIE,OM,23900,Cash in Transit,SP,SPECIE,2013-11-03,2014-11-02,2014-11-03,MALTA,2013.0,17970729.933648,3814.572713754485,5008.548459814306,5353.786623544984,0.0,0.0,1597400.213072037,FOLLOW,8.8889,25.0,ARTHUR J. GALLAGHER & CO.,0.0,22463.41241706,0.0,0.75,0.0,0.0,0.0,5008.55,3568.59,0.088889,0.0,0.0,42913.88938737622,1.0689297840483465,0.06892978404834639,28.750004772721326,2013,Primary,22463.41241706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CH810H04A000,CH810H18A000,CH810H17A000,826302,761782,SPECIE,OM,24103,Private Collection,WA,Fine Arts/War,2018-01-23,2019-02-22,2019-02-23,USA & CANADA,2018.0,6000000.0,2683.0649,3211.6788,4666.2,0.0,0.0,1999800.0,FOLLOW,33.33,33.34,R K HARRISON,0.0,1000.0,0.0,0.55,0.0,0.0,0.0,3211.68,1846.72,0.3333,0.0,0.0,8049.999699969997,1.45288501452885,0.45288501452885005,42.50000214307145,2018,Primary,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM020E16A000,CM020E17A000,CM020E16A000,782303,726640,SPECIE,OM,24108,Shippers & Packers,WA,Fine Arts/War,2017-07-01,2018-09-14,2018-09-15,WORLDWIDE,2017.0,1000000.0,54225.23,78277.98,77464.61,24750.472825,0.0,1000000.0,LEAD,100.0,100.0,CHESTERFIELD INSURANCE BROKERS LIMITED,0.0,0.0,4.0,0.8,0.0,0.0,0.0,78277.98,54794.59,1.0,24750.472825,24750.472825,54225.23,0.989609210661798,-0.010390789338202077,29.999996127263785,2017,Primary,0.0,0.0,0.024750472825,73.76639988433428,0.0,0.4564383189338247,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CE212K11A000,CE212K20A000,CE212K19A000,946629,869748,SPECIE,Binder,24110,Fine Arts Facility,WA,Fine Arts/War,2020-11-01,2021-10-31,2021-11-01,WORLDWIDE,2020.0,400000000.0,103525.5,139334.758,159270.0,0.0,0.0,21236000.0,FOLLOW,5.309,12.5,BMS,0.0,0.0,0.0,0.657,0.0,139334.76,90567.59,139334.76,90567.59,0.05309,0.0,0.0,1950000.0,1.143074436602531,0.143074436602531,35.0,2020,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.8748336786588812,1.0,0.657,Upper Quantile,Upper Quantile,Recent
CD428N07A000,CD428N13A000,CD428N12A000,587139,534601,SPECIE,OM,23800,JEWELLERS BLOCK,JB,JEWELLERS BLOCK,2013-11-26,2014-11-25,2014-11-26,WORLDWIDE,2013.0,19250000.0,5968.368,14889.3018,8526.24,0.0,0.0,683875.5,FOLLOW,3.5526,35.0,WILLIS,0.0,500.0,0.0,1.4,0.0,0.0,0.0,14889.3,10422.51,0.035526,0.0,0.0,168000.0,0.572642029460374,-0.427357970539626,29.999999999999993,2013,Primary,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CF014A13A000,CF014A15A000,CF014A14A000,667080,610181,SPECIE,Re,23711,Currency Manufacturer  ,SP,SPECIE,2015-04-02,2016-04-01,2016-04-02,INDIA,2015.0,59599678.2165,12124.96862404,13105.24152172,13472.18803276,0.0,0.0,7666008.610597312,FOLLOW,12.8625,25.0,MARSH,0.0,0.0,0.0,0.75,0.0,0.0,0.0,13105.24,11794.72,0.128625,0.0,0.0,94266.0340061419,1.0279999808040043,0.02799998080400427,10.000004494028714,2015,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM484E17A000,CM484E21A000,CM484E20A000,952039,909082,SPECIE,OM,23900,Cash in Transit,CA,CASH IN TRANSIT,2021-01-01,2021-12-31,2022-01-01,EUROPE,2021.0,12354876.829383,14334.65452752015,27215.751843259102,26182.01750187163,0.0,0.0,1252183.445741687,FOLLOW,10.1351,25.0,Unknown,0.0,1123.170620853,0.0,0.7865,0.0,123345.95,67531.91,67495.07,36953.55,0.10135135000000002,0.0,0.0,141435.2598906689,0.9620170573518985,-0.0379829426481015,45.250000209130434,2021,Primary,1123.170620853,0.0,0.0,0.0,0.0,0.0,4.711094169545284,1.8274808811962115,1.4373137130608202,Upper Quantile,Upper Quantile,Recent
CG339K14A000,CG339K16A000,CG339K15A000,727948,674963,SPECIE,OM,23900,Cash in Transit,CA,CASH IN TRANSIT,2016-07-01,2017-06-30,2017-07-01,WORLDWIDE,2016.0,20224034.044959996,62516.83103176,98415.79552208,100947.56883512,0.0,0.0,3792006.3834299995,FOLLOW,18.75,50.0,WILLIS,0.0,2528.00425562,1.0,0.75,-0.1,0.0,0.0,98415.8,60948.9,0.1875,0.0,0.0,333423.09883605334,1.025725274074241,0.025725274074241185,38.06999836333831,2016,Primary,2528.00425562,0.0,0.0,15.995692415886802,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
CM473K16A000,CM473K18A000,CM473K17A000,821801,769057,SPECIE,OM,24103,Private Collection,WA,Fine Arts/War,2018-02-19,2018-06-28,2018-06-29,WORLDWIDE,2018.0,35000000.0,3528.3,5227.11,5227.1099,0.0,0.0,8750000.0,LEAD,25.0,25.0,JLT,0.0,1000.0,0.0,0.7,0.05,0.0,0.0,5227.11,3528.3,0.25,0.0,0.0,14113.2,0.9999999808689698,-1.9131030204601954e-08,32.49998436038239,2018,Primary,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Upper Quantile,Upper Quantile,History
